complaint_id,complaint_text,model_input_text,language,user_persona,is_valid_grievance,primary_department,secondary_departments,department_labels,priority_level,sentiment,authenticity_label,fake_category,spam_flag,manipulation_flag,actionable,civic_relevance,governance_scope,public_safety_risk,escalation_required,trust_score,civic_score,department_confidence,ward_location,detected_language,translated_text,classifier_text
GRV-B63FE05713,দাদা কেউ শোনে না ড্রেনের ঢাকনা একটু ঢিলা বাস ডিপোর কাছে 🤬,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Bengali,Student,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,78,79,0.86,Ward-109,Bengali,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.
GRV-170FC60954,total negligence electric sparks are coing from light pole after rain outside metro gate 2 right now!! 💢,total negligence electric sparks are coing from light pole after rain outside metro gate 2 right now!! 💢,English,Low Literacy User,1,Street Lighting,,Street Lighting,Critical,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,93,82,0.93,Ward-129,English,total negligence electric sparks are coing from light pole after rain outside metro gate 2 right now!! 💢,total negligence electric sparks are coing from light pole after rain outside metro gate 2 right now!! 💢
GRV-FC6AE3489D,SITE UPDATE: BUS SHELTER ROOF LEAKS DURING RAIN HELP,SITE UPDATE: BUS SHELTER ROOF LEAKS DURING RAIN HELP,English,Public Worker,1,Public Transport,,Public Transport,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,91,76,0.96,Ward-46,English,SITE UPDATE: BUS SHELTER ROOF LEAKS DURING RAIN HELP,SITE UPDATE: BUS SHELTER ROOF LEAKS DURING RAIN HELP
GRV-F2E4F58F02,आग लगी தகவலுக்காக எத்தனை முறை புகார் செய்வது,Critical public grievance related to Fire Department. Citizen reports a civic issue needing government action.,Tamil,Angry Resident,1,Fire Department,,Fire Department,Critical,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,82,100,0.81,Ward-145,Tamil,Critical public grievance related to Fire Department. Citizen reports a civic issue needing government action.,Critical public grievance related to Fire Department. Citizen reports a civic issue needing government action.
GRV-B443370B39,drain water is standing for days near railway crossing since morning kindly resolve in our basti 🥺,drain water is standing for days near railway crossing since morning kindly resolve in our basti 🥺,English,Rural Resident,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,77,75,0.86,Ward-141,English,drain water is standing for days near railway crossing since morning kindly resolve in our basti 🥺,drain water is standing for days near railway crossing since morning kindly resolve in our basti 🥺
GRV-8D6BE9147A,குழாய் கசிவால் தினமும் தண்ணீர் வீணாகிறது காய்கறி சந்தை அருகில் தயவு செய்து கவனிக்கவும் யாரும் கேட்கவில்லை 📍,Medium public grievance related to Water Supply. Citizen reports a civic issue needing government action.,Tamil,Angry Resident,1,Water Supply,,Water Supply,Medium,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,98,82,0.9,Ward-106,Tamil,Medium public grievance related to Water Supply. Citizen reports a civic issue needing government action.,Medium public grievance related to Water Supply. Citizen reports a civic issue needing government action.
GRV-8653DF469D,பெண்களுக்கு தொந்தரவு अनेकदा सांगितलं महिला बाहेर जाण्यास घाबरत आहेत?,High public grievance related to Women & Child Safety. Citizen reports a civic issue needing government action.,Marathi,Women Complainant,1,Women & Child Safety,,Women & Child Safety,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,82,70,0.88,Ward-142,Marathi,High public grievance related to Women & Child Safety. Citizen reports a civic issue needing government action.,High public grievance related to Women & Child Safety. Citizen reports a civic issue needing government action.
GRV-ACF9626422,फैक्ट्री की रासायनिक बदबू से लोग बेहोश हो रहे हैं बस्ती वाली गली में महिलाएं बाहर जाने से डर रही हैं?,Critical public grievance related to Pollution Control. Citizen reports a civic issue needing government action.,Hindi,Women Complainant,1,Pollution Control,,Pollution Control,Critical,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,88,74,0.93,Ward-139,Hindi,Critical public grievance related to Pollution Control. Citizen reports a civic issue needing government action.,Critical public grievance related to Pollution Control. Citizen reports a civic issue needing government action.
GRV-ADBA599A73,"দয়া করে, খোলা ড্রেনে বাচ্চা পড়ে গেছে কেউ শোনে না!!",Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Bengali,Elderly Citizen,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,88,77,0.97,Ward-6,Bengali,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.
GRV-A685E33571,flood water reached electric box and sparks sarted দয়া করে দেখুন,Critical public grievance involving Drainage & Flood Control and Electricity. Citizen reports a civic issue needing coordinated department action.,Bengali,Low Literacy User,1,Drainage & Flood Control,Electricity,Drainage & Flood Control|Electricity,Critical,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,79,78,0.6,Ward-126,Bengali,Critical public grievance involving Drainage & Flood Control and Electricity. Citizen reports a civic issue needing coordinated department action.,Critical public grievance involving Drainage & Flood Control and Electricity. Citizen reports a civic issue needing coordinated department action.
GRV-43E6BBF968,அண்ணா உணவு கடைகள் அருகில் எரிவாயு கசிகிறது சேரி தெருவில் மிக அலட்சியம் 😡,High public grievance related to Fire Department. Citizen reports a civic issue needing government action.,Tamil,Student,1,Fire Department,,Fire Department,High,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,86,81,0.95,Ward-75,Tamil,High public grievance related to Fire Department. Citizen reports a civic issue needing government action.,High public grievance related to Fire Department. Citizen reports a civic issue needing government action.
GRV-B330E2322E,किती वेळा तक्रार करायची नालीचे झाकण थोडे सैल आहे महामार्गाच्या वळणावर खूप निष्काळजीपणा आहे!! 💢,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Marathi,Angry Resident,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,85,78,0.89,Ward-118,Marathi,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.,Medium public grievance related to Drainage & Flood Control. Citizen reports a civic issue needing government action.
GRV-FED4CAC14C,school gate pe help number board missing railway crossing ke paas sir kindly dekho ladkiyan unsafe feel kar rahi 🥺,school gate pe help number board missing railway crossing ke paas sir kindly dekho girls unsafe feel kar rahi 🥺,Hinglish,Women Complainant,1,Women & Child Safety,,Women & Child Safety,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,94,82,0.94,Ward-99,Hinglish,school gate pe help number board missing railway crossing ke paas sir kindly dekho girls unsafe feel kar rahi 🥺,school gate pe help number board missing railway crossing ke paas sir kindly dekho girls unsafe feel kar rahi 🥺
GRV-1DC87051FE,sewer overflow is causing traffic jam कोई सुनता ही नहीं 📍,Medium public grievance involving Sanitation & Waste and Roads & Traffic. Citizen reports a civic issue needing coordinated department action.,Hindi,Angry Resident,1,Sanitation & Waste,Roads & Traffic,Sanitation & Waste|Roads & Traffic,Medium,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,75,90,0.42,Ward-35,Hindi,Medium public grievance involving Sanitation & Waste and Roads & Traffic. Citizen reports a civic issue needing coordinated department action.,Medium public grievance involving Sanitation & Waste and Roads & Traffic. Citizen reports a civic issue needing coordinated department action.
