complaint_id,complaint_text,model_input_text,language,user_persona,is_valid_grievance,primary_department,secondary_departments,department_labels,priority_level,sentiment,authenticity_label,fake_category,spam_flag,manipulation_flag,actionable,civic_relevance,governance_scope,public_safety_risk,escalation_required,trust_score,civic_score,department_confidence,ward_location
GRV-7870DA315E,sewer overflow is causing traffic jam abhi tak kuch nahi hua ladkiyan unsafe feel kar rahi?,sewer overflow is causing traffic jam abhi tak kuch nahi hua ladkiyan unsafe feel kar rahi?,Hinglish,Women Complainant,1,Sanitation & Waste,Roads & Traffic,Sanitation & Waste|Roads & Traffic,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,81,83,0.54,Ward-100
GRV-ED165AFBF1,guys HELP rabid dog bit two children and is still roaming behind the old temple right now,guys HELP rabid dog bit two children and is still roaming behind the old temple right now,English,Student,1,Animal Control,,Animal Control,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,80,73,0.98,Ward-7
GRV-7BA5C6EC30,urgent bus shelter roof leaks during rain near vegetable market ⚠️,urgent bus shelter roof leaks during rain near vegetable market ⚠️,English,Emotional Citizen,1,Public Transport,,Public Transport,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,94,73,0.97,Ward-28
GRV-F2121342A3,pls total negligence accident victim is bleeding and waiting on road?,pls total negligence accident victim is bleeding and waiting on road?,English,Student,1,Emergency Medical Response,,Emergency Medical Response,Critical,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,97,96,0.89,Ward-19
GRV-4FAADF7F54,गटाराची घाण घराबाहेर पसरली आहे रुग्णालयासमोर खूप निष्काळजीपणा आहे प्रशासन झोपलं आहे,गटाराची घाण घराबाहेर पसरली आहे रुग्णालयासमोर खूप निष्काळजीपणा आहे प्रशासन झोपलं आहे,Marathi,Angry Resident,1,Sanitation & Waste,,Sanitation & Waste,High,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,91,88,0.96,Ward-133
GRV-EDAD4A3BCF,मैदानातून माहिती: नालीचे झाकण थोडे सैल आहे कृपया मदत करा 🥺,मैदानातून माहिती: नालीचे झाकण थोडे सैल आहे कृपया मदत करा 🥺,Marathi,Public Worker,1,Drainage & Flood Control,,Drainage & Flood Control,Medium,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,98,73,0.91,Ward-139
GRV-D5932E0A0F,"आदरणीय साहेब, fire near bus depot is spreading smoke अजून काही झालं नाही?","आदरणीय साहेब, fire near bus depot is spreading smoke अजून काही झालं नाही?",Marathi,Elderly Citizen,1,Fire Department,Public Transport,Fire Department|Public Transport,Critical,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,80,88,0.5,Ward-48
GRV-B8031B63F0,flood water reached electric box and sparks started तातडीची गरज आहे कोणी ऐकत नाही?,flood water reached electric box and sparks started तातडीची गरज आहे कोणी ऐकत नाही?,Marathi,Angry Resident,1,Drainage & Flood Control,Electricity,Drainage & Flood Control|Electricity,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,80,79,0.48,Ward-28
GRV-D3D657C75D,"saheb, pipeline burst ho gayi ghar me paani bhar raha hospital ke saamne kitni baar complaint kare","saheb, pipeline burst ho gayi ghar me paani bhar raha hospital ke saamne kitni baar complaint kare",Hinglish,Elderly Citizen,1,Water Supply,,Water Supply,Critical,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,92,99,0.97,Ward-101
GRV-5E53E25262,patient fainted plzz resolve hamari basti me,patient fainted plzz resolve hamari basti me,Hinglish,Rural Resident,1,Emergency Medical Response,,Emergency Medical Response,Critical,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,81,84,0.74,Ward-135
GRV-03A22A0B04,ভাই কতবার অভিযোগ করব জেব্রা ক্রসিংয়ের রং মুছে গেছে মেট্রো গেট ২ এর বাইরে,ভাই কতবার অভিযোগ করব জেব্রা ক্রসিংয়ের রং মুছে গেছে মেট্রো গেট ২ এর বাইরে,Bengali,Student,1,Roads & Traffic,,Roads & Traffic,Low,Angry,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,83,88,0.85,Ward-102
GRV-9262F10DD9,மருத்துவமனை வரிசை கட்டுப்பாடின்றி முதியவர்கள் கஷ்டப்படுகிறார்கள் அரசு பள்ளி அருகில் தகவலுக்காக,மருத்துவமனை வரிசை கட்டுப்பாடின்றி முதியவர்கள் கஷ்டப்படுகிறார்கள் அரசு பள்ளி அருகில் தகவலுக்காக,Tamil,Emotional Citizen,1,Emergency Medical Response,,Emergency Medical Response,Medium,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,90,81,0.91,Ward-102
GRV-A871FE6274,fire near bus depot is spreading smoke மக்கள் கஷ்டப்படுகிறார்கள் கிராம மக்கள் கவலையில் உள்ளனர்,fire near bus depot is spreading smoke மக்கள் கஷ்டப்படுகிறார்கள் கிராம மக்கள் கவலையில் உள்ளனர்,Tamil,Rural Resident,1,Fire Department,Public Transport,Fire Department|Public Transport,Critical,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,97,88,0.55,Ward-66
GRV-C0E5FD67C8,ट्रक तुटलेल्या डिव्हायडरला धडकला आणि इंधन गळत आहे भाजी मंडईजवळ अजून काही झालं नाही कोणी ऐकत नाही!! 😞,ट्रक तुटलेल्या डिव्हायडरला धडकला आणि इंधन गळत आहे भाजी मंडईजवळ अजून काही झालं नाही कोणी ऐकत नाही!! 😞,Marathi,Angry Resident,1,Roads & Traffic,,Roads & Traffic,Critical,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,74,91,0.87,Ward-113
GRV-95E706AD7C,दीवार गिरी இன்னும் எதுவும் நடக்கவில்லை பெண்களுக்கு இங்கு பாதுகாப்பில்லை,दीवार गिरी இன்னும் எதுவும் நடக்கவில்லை பெண்களுக்கு இங்கு பாதுகாப்பில்லை,Tamil,Women Complainant,1,Urban Housing & Encroachment,,Urban Housing & Encroachment,Critical,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,77,97,0.96,Ward-146
GRV-43DCF50333,fire near bus depot is spreading smoke please look into this people here are worried,fire near bus depot is spreading smoke please look into this people here are worried,English,Rural Resident,1,Fire Department,Public Transport,Fire Department|Public Transport,Critical,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,92,85,0.61,Ward-112
GRV-8FC124B6D0,bro fire hydrant parked vehicles se block hai govt school ke paas,bro fire hydrant parked vehicles se block hai govt school ke paas,Hinglish,Student,1,Fire Department,,Fire Department,Critical,Neutral,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,85,92,0.94,Ward-130
GRV-9C57E50591,फर्स्ट एड रूमचा साइन नाही रेल्वे फाटकाजवळ विनंती आहे मुलींना असुरक्षित वाटते,फर्स्ट एड रूमचा साइन नाही रेल्वे फाटकाजवळ विनंती आहे मुलींना असुरक्षित वाटते,Marathi,Women Complainant,1,Emergency Medical Response,,Emergency Medical Response,Low,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,92,79,0.96,Ward-115
GRV-7371767875,"साहेब, transformer blast damaged road edge मदत करा !!!","साहेब, transformer blast damaged road edge मदत करा !!!",Marathi,Elderly Citizen,1,Electricity,Roads & Traffic,Electricity|Roads & Traffic,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,72,72,0.43,Ward-72
GRV-B48ED75BE0,dark lane has become unsafe for girls at night हम लोग परेशान हैं कोई सुनता ही नहीं,dark lane has become unsafe for girls at night हम लोग परेशान हैं कोई सुनता ही नहीं,Hindi,Angry Resident,1,Street Lighting,Women & Child Safety,Street Lighting|Women & Child Safety,High,Frustrated,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,86,84,0.42,Ward-145
GRV-7296011773,construction dust ghar me bhar raha highway turn pe request hai,construction dust ghar me bhar raha highway turn pe request hai,Hinglish,Emotional Citizen,1,Pollution Control,,Pollution Control,Medium,Pleading,Genuine,,False,False,True,Relevant,Municipal/Governance,False,False,91,75,0.98,Ward-14
GRV-F26176344D,PLEASE SEND HELP FIRE HYDRANT IS BLOCKED BY PARKED VEHICLES INSIDE THE BASTI LANE RIGHT NOW PEOPLE HERE ARE WORRIED,PLEASE SEND HELP FIRE HYDRANT IS BLOCKED BY PARKED VEHICLES INSIDE THE BASTI LANE RIGHT NOW PEOPLE HERE ARE WORRIED,English,Rural Resident,1,Fire Department,,Fire Department,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,96,73,0.91,Ward-141
GRV-52BC56317C,HELP DARK LANE HAS BECOME UNSAFE FOR GIRLS AT NIGHT KITNI BAAR COMPLAINT KARE,HELP DARK LANE HAS BECOME UNSAFE FOR GIRLS AT NIGHT KITNI BAAR COMPLAINT KARE,Hinglish,Angry Resident,1,Street Lighting,Women & Child Safety,Street Lighting|Women & Child Safety,High,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,False,86,84,0.46,Ward-128
GRV-19114C0605,मोठा धोका आहे flood water reached electric box and sparks started?,मोठा धोका आहे flood water reached electric box and sparks started?,Marathi,Low Literacy User,1,Drainage & Flood Control,Electricity,Drainage & Flood Control|Electricity,Critical,Panic,Genuine,,False,False,True,Relevant,Municipal/Governance,True,True,96,97,0.46,Ward-124
