complaint_id,complaint_text,language,department_label,priority_level,sentiment,ward_location
GRV-2024-102368,tofan ke tme hspital ke bagal m prk jangl bn gy h,Hinglish,Public Parks & Infrastructure,High,Frustrated,Ward_16
GRV-2024-102249,missng tls n pthwy!!!,English,Public Parks & Infrastructure,Critical,Frustrated,Ward_18
GRV-2024-101883,kal shaam se amra janwar pada hai ????,Hinglish,Sanitation & Waste,Critical,Frustrated,Ward_07
GRV-2024-101511,DRY TPS,Hinglish,Water Supply,High,Angry,Ward_02
GRV-2024-101459,भारी बारिश के बाद टैंकर नहीं आया,Hindi,Water Supply,Medium,Neutral,Ward_23
GRV-2024-101938,toxic smoke from garbage beside apartment tower,English,Sanitation & Waste,High,Panic,Ward_14
GRV-2024-101723,नल सूखे हैं मंदिर के बाहर,Hindi,Water Supply,Critical,Panic,Ward_22
GRV-2024-102025,toxic smoke from garbage near govt school,English,Sanitation & Waste,High,Neutral,Ward_18
GRV-2024-101607,tankr nh y clny gat pr,Hinglish,Water Supply,High,Panic,Ward_02
GRV-2024-101977,कचरा सड़क पर फैल रहा है एटीएम के सामने खतरा है,Hindi,Sanitation & Waste,High,Panic,Ward_02
GRV-2024-100508,crrnt lk,English,Electricity,High,Panic,Ward_20
GRV-2024-100632,transformer blasted during festival crowd outside temple ????,English,Electricity,Critical,Frustrated,Ward_18
GRV-2024-100915,traffic signal is dead beside hospital,English,Roads & Traffic,Medium,Frustrated,Ward_02
GRV-2024-100259,Current leak,Bengali,Electricity,High,Frustrated,Ward_12
GRV-2024-101395,garden me paani aa hi nahi raha,Hinglish,Water Supply,Low,Angry,Ward_02
GRV-2024-102295,prk lights r cmpltly brkn ftr ppelin dggng utsid cochng centr,English,Public Parks & Infrastructure,Critical,Frustrated,Ward_03
GRV-2024-102321,JALDI DEKHO JHOOLE TOOT GAYE HAIN COLONY GATE PAR FESTIVAL BHEED ME,Hinglish,Public Parks & Infrastructure,Low,Angry,Ward_04
GRV-2024-100802,look at this watrelogging on street outside temple during the storm,English,Roads & Traffic,Low,Frustrated,Ward_22
GRV-2024-101935,AFTER WATERLOGGING GUTTER OVERLFOWING INTO HOUSES BESIDE ATM,English,Sanitation & Waste,Critical,Angry,Ward_25
GRV-2024-101196,রাস্তা খোঁড়াখুঁড়ি পড়ে আছে মেট্রো স্টেশনের কাছে,Bengali,Roads & Traffic,High,Frustrated,Ward_05
GRV-2024-101944,toofan ke time kachra road par fail raha colony gate par,Hinglish,Sanitation & Waste,Critical,Panic,Ward_21
GRV-2024-100756,ROAD SINKING AT TRAFFIC SQUARE,English,Roads & Traffic,High,Panic,Ward_27
GRV-2024-100801,signal kharab pada hai power cut ke time garden me!!,Hinglish,Roads & Traffic,Critical,Panic,Ward_08
GRV-2024-100233,Tr gr gay,Hinglish,Electricity,High,Angry,Ward_03
GRV-2024-101514,ppln khd k bd tnkr nahi aya,Hinglish,Water Supply,High,Pleading,Ward_20
GRV-2024-100940,diggnig left unfinished beside hospital,English,Roads & Traffic,Critical,Frustrated,Ward_02
GRV-2024-100998,hg pthl csed ccdent tsde temple,English,Roads & Traffic,High,Panic,Ward_26
GRV-2024-101102,WHY IS NOBDY LSTNNG FTR WTRLGGNG TRFFIC SIGNL S DEAD TSD CCHNG CENTR,English,Roads & Traffic,Low,Angry,Ward_01
GRV-2024-101463,AFTER WTRLGGNG XTREMELY LW PRESSR BSD PARTMNT TWER,English,Water Supply,Low,Panic,Ward_10
GRV-2024-101876,toxic smoke from garbage at traffic square!!,English,Sanitation & Waste,Critical,Neutral,Ward_19
GRV-2024-101225,ROAD SIKNING,English,Roads & Traffic,Medium,Angry,Ward_15
GRV-2024-100324,NEAR PETROL PUMP LIVE WIRE HANGING,English,Electricity,High,Panic,Ward_29
GRV-2024-101763,sewer line blocked during power cut in slum area,English,Sanitation & Waste,Critical,Frustrated,Ward_22
GRV-2024-101953,near dairy booth mosquitoes breeding in stagnant water Attention after cosntruction work,English,Sanitation & Waste,Medium,Angry,Ward_20
GRV-2024-101377,জলে দুর্গন্ধ সবজি বাজারের কাছে!!!,Bengali,Water Supply,Critical,Panic,Ward_28
GRV-2024-100100,शॉर्ट सर्किट झाले लवकर बघा,Marathi,Electricity,Critical,Neutral,Ward_03
GRV-2024-102481,Jhl broken,English,Public Parks & Infrastructure,High,Frustrated,Ward_24
GRV-2024-101340,தண்ணீரில் துர்நாற்றம் நேற்று மாலை முதல்,Tamil,Water Supply,Critical,Angry,Ward_23
GRV-2024-100387,CURRENT LEAK,Hinglish,Electricity,Critical,Angry,Ward_26
GRV-2024-101954,कृपया जल्दी देखें सीवर लाइन जाम है कॉलोनी गेट पर,Hindi,Sanitation & Waste,High,Neutral,Ward_25
GRV-2024-100179,Pls hlp jldi wtrlgging ke bad khamb gr gya,Hinglish,Electricity,High,Frustrated,Ward_26
GRV-2024-101694,tnkr ndd,English,Water Supply,Low,Panic,Ward_08
GRV-2024-101662,NEAR RAILWAY CROSSING TAP IS DRY KIDS ARE IN DANGER!!,English,Water Supply,Critical,Panic,Ward_19
GRV-2024-101304,clony gt pr ppln fatt gyi,Hinglish,Water Supply,High,Angry,Ward_05
GRV-2024-100927,Gaddha ????,English,Roads & Traffic,Critical,Panic,Ward_17
GRV-2024-101430,paani aa hi nahi raha apartment ke bagal me!!,Hinglish,Water Supply,Critical,Neutral,Ward_24
GRV-2024-102268,jhoole broken ????,English,Public Parks & Infrastructure,Critical,Frustrated,Ward_07
GRV-2024-100141,beside hospital high tension line broke after heavy rain,English,Electricity,Critical,Panic,Ward_16
GRV-2024-100368,havy sprk frm trnsformr ftr hvy rin ner dry bth,English,Electricity,High,Panic,Ward_26
GRV-2024-102445,रास्ते की टाइलें गायब हैं मंदिर के बाहर,Hindi,Public Parks & Infrastructure,High,Frustrated,Ward_28
GRV-2024-101085,baarish ke baad Emergency hai sabzi mandi ke paas road pura dhans gaya,Hinglish,Roads & Traffic,High,Panic,Ward_26
GRV-2024-100367,tr tt k gr gy fstvl bhd m,Hinglish,Electricity,High,Panic,Ward_05
GRV-2024-101674,জলের প্রেসার কম রাতের বেলায়,Bengali,Water Supply,Low,Angry,Ward_12
GRV-2024-101044,colony gate par kichad hi kichad hai bhai,Hinglish,Roads & Traffic,Low,Frustrated,Ward_23
GRV-2024-100318,रात्रीच्या वेळी ट्रान्सफॉर्मरचा स्फोट झाला पेट्रोल पंपाजवळ,Marathi,Electricity,High,Panic,Ward_08
GRV-2024-101538,no supply at all near vegetable market,English,Water Supply,Critical,Panic,Ward_03
GRV-2024-100247,rTansformer dead,English,Electricity,Medium,Angry,Ward_24
GRV-2024-100321,METER BOX CAUGHT FIRE PLEASE CHECK IMMEDIATELY,English,Electricity,Medium,Panic,Ward_14
GRV-2024-101833,NO SWEEPING DONE AFTER WATERLOGGIGN!!,English,Sanitation & Waste,Critical,Angry,Ward_02
GRV-2024-101839,Smll,English,Sanitation & Waste,High,Frustrated,Ward_09
GRV-2024-100999,Mnhole pn,English,Roads & Traffic,Critical,Panic,Ward_08
GRV-2024-100942,बस स्टैंड के पास ट्रैफिक सिग्नल बंद है,Hindi,Roads & Traffic,High,Angry,Ward_13
GRV-2024-101772,Txc smk,Hinglish,Sanitation & Waste,High,Neutral,Ward_09
GRV-2024-100029,in slum area transformer exploded Sir pls help,English,Electricity,High,Frustrated,Ward_01
GRV-2024-101299,toofan ke time manhole khula hai dairy booth ke pass!!!,Hinglish,Roads & Traffic,Critical,Frustrated,Ward_04
GRV-2024-101993,रस्त्यावर कचरा साचला आहे,Marathi,Sanitation & Waste,High,Neutral,Ward_06
GRV-2024-101914,KACHRE SE DHUAAN AA RAHA TRAFFIC CHAURAHA PE,Hinglish,Sanitation & Waste,Critical,Panic,Ward_28
GRV-2024-100695,মন্দিরের বাইরে বিপদ রাস্তায় কারেন্ট ছড়াচ্ছে,Bengali,Electricity,Critical,Neutral,Ward_12
GRV-2024-102470,पब्लिक टॉयलेट में पानी नहीं है कोचिंग सेंटर के बाहर ????,Hindi,Public Parks & Infrastructure,Critical,Angry,Ward_11
GRV-2024-102028,कचरे से जहरीला धुआं निर्माण कार्य के बाद पेट्रोल पंप के पास,Hindi,Sanitation & Waste,High,Panic,Ward_12
GRV-2024-101600,pwer ct k tim tnkr nahi y,Hinglish,Water Supply,High,Panic,Ward_28
GRV-2024-102329,STRAY DOGS CHASING KIDS AT TRAFFIC SQUARE,English,Public Parks & Infrastructure,High,Angry,Ward_03
GRV-2024-101231,dvdr tt gy h!!!,Hinglish,Roads & Traffic,Critical,Frustrated,Ward_08
GRV-2024-102173,gym broken,English,Public Parks & Infrastructure,Medium,Angry,Ward_28
GRV-2024-101915,Emergency hai mara janwar pada hai colony gate par aaj achanak,Hinglish,Sanitation & Waste,High,Angry,Ward_06
GRV-2024-101729,Danger hai bhai tanker nahi aaya hospital ke bagal me!!,Hinglish,Water Supply,Critical,Frustrated,Ward_12
GRV-2024-101706,SDDNLY TDAY GTTNG MDDY WTR N PUBLC GRDEN,English,Water Supply,High,Panic,Ward_20
GRV-2024-101703,KICHAD WALA PAANI AA RAHA,Hinglish,Water Supply,High,Panic,Ward_02
GRV-2024-100755,मेट्रो स्टेशनजवळ मॅनहोल उघडे आहे,Marathi,Roads & Traffic,Critical,Frustrated,Ward_29
GRV-2024-101330,PAANI NAHI AA RAHA,Hindi,Water Supply,Critical,Angry,Ward_06
GRV-2024-100353,Taar gir gaya,Tamil,Electricity,Critical,Pleading,Ward_20
GRV-2024-100208,Bcho pr colny m ndhr h prtmnt k bagl me fstvl bhed m!!!,Hinglish,Electricity,Critical,Angry,Ward_16
GRV-2024-102144,kachra road par fail raha slum area me,Hinglish,Sanitation & Waste,Critical,Angry,Ward_27
GRV-2024-100903,डिवाइडर टूट गया है अपार्टमेंट के पास,Hindi,Roads & Traffic,Critical,Angry,Ward_22
GRV-2024-100952,bohot bada gaddha ban gaya,Hinglish,Roads & Traffic,Critical,Frustrated,Ward_28
GRV-2024-101337,tanker nahi aaya,Hinglish,Water Supply,High,Frustrated,Ward_21
GRV-2024-101551,tanker nahi aaya slum arae me,Hinglish,Water Supply,High,Frustrated,Ward_15
GRV-2024-101567,paani se badboo aa rahi festival bheed me mandir ke bahar,Hinglish,Water Supply,High,Frustrated,Ward_06
GRV-2024-101943,metro station ke pass Koi sun lo macchar bohot ho gaye,Hinglish,Sanitation & Waste,High,Neutral,Ward_17
GRV-2024-100485,shrt crcit h gy rlwy crssng pe,Hinglish,Electricity,High,Panic,Ward_15
GRV-2024-101629,சீக்கிரம் வாருங்கள் மின்வெட்டின் போது கோவில் வெளியே தண்ணீர் வரவில்லை,Tamil,Water Supply,High,Frustrated,Ward_02
GRV-2024-102039,kids are in danger no sweeping done at colony agte during power cut!!,English,Sanitation & Waste,Critical,Angry,Ward_10
GRV-2024-100199,खांब पडला रात्रीच्या वेळी मेट्रो स्टेशनजवळ!!!,Marathi,Electricity,Critical,Panic,Ward_06
GRV-2024-100229,त्वरित लक्ष द्या ट्रान्सफॉर्मरचा स्फोट झाला शाळेजवळ!!!,Marathi,Electricity,Critical,Frustrated,Ward_01
GRV-2024-100810,waterloggng on strt drng fstvl crwd bsde hsptl!!!,English,Roads & Traffic,Critical,Angry,Ward_08
GRV-2024-100787,during the storm traffic signal is dead beside hospital!!!,English,Roads & Traffic,Critical,Frustrated,Ward_26
GRV-2024-100410,sabzi mandi ke paas road pe current aa raha hai festiavl bheed me,Hinglish,Electricity,Critical,Panic,Ward_21
GRV-2024-100629,market road pe Emergnecy hai khamba gir gaya,Hinglish,Electricity,High,Panic,Ward_29
GRV-2024-101510,GUTTER KA PAANI MIX HO GAYA DAIRY BOOTH KE PASS AAJ ACHANAK,Hinglish,Water Supply,Critical,Angry,Ward_01
GRV-2024-100662,sohrt circuit ho gaya ????,Hinglish,Electricity,Critical,Frustrated,Ward_20
GRV-2024-102142,macchar bohot ho gaye waterlogging ke baad ATM ke saamne,Hinglish,Sanitation & Waste,Low,Angry,Ward_20
GRV-2024-101918,GUTTER KA PAANI GHAR ME AA RAHA MANDIR KE BAHAR,Hinglish,Sanitation & Waste,Critical,Angry,Ward_03
GRV-2024-102334,pblc tlt hs n water t clny gt,English,Public Parks & Infrastructure,High,Panic,Ward_13
GRV-2024-101269,রাস্তায় জল জমেছে মেট্রো স্টেশনের কাছে,Bengali,Roads & Traffic,Critical,Frustrated,Ward_15
GRV-2024-100069,पेट्रोल पंप के पास ट्रांसफार्मर में आग लग गई,Hindi,Electricity,High,Pleading,Ward_12
GRV-2024-100443,at night time near railway crossing heavy spark from transformer,English,Electricity,High,Panic,Ward_05
GRV-2024-102147,mara janwar pada hai mandir ke bahar,Hinglish,Sanitation & Waste,Critical,Pleading,Ward_26
GRV-2024-102241,Danger hai bhai gym ka saaman toot gaya festival bheed me,Hinglish,Public Parks & Infrastructure,High,Pleading,Ward_14
GRV-2024-101584,sabzi mandi ke paas paani se badboo aa rahi,Hinglish,Water Supply,High,Angry,Ward_07
GRV-2024-100231,TRANSFORMER BLAST HO GAYA PIPELINE KHUDAI KE BAAD METRO STATION KE PASS,Hinglish,Electricity,Low,Angry,Ward_09
GRV-2024-100440,ट्रांसफार्मर से स्पार्किंग हो रही है कल शाम से बस्ती में,Hindi,Electricity,Critical,Panic,Ward_21
GRV-2024-101627,धोका आहे पेट्रोल पंपाजवळ पाईपलाईन फुटली!!,Marathi,Water Supply,Critical,Angry,Ward_26
GRV-2024-101322,Smelly water,Tamil,Water Supply,Critical,Frustrated,Ward_06
GRV-2024-101278,min mrket rd cllapsed n slum ara,English,Roads & Traffic,Critical,Frustrated,Ward_02
GRV-2024-100817,सड़क पूरी तरह धंस गई है भारी बारिश के बाद,Hindi,Roads & Traffic,Critical,Angry,Ward_25
GRV-2024-100599,atm ke saamne transformer se chingari aa rahi power cut ke time,Hinglish,Electricity,Critical,Pleading,Ward_16
GRV-2024-101056,kids are in danger huge pothole caused accident,English,Roads & Traffic,High,Panic,Ward_28
GRV-2024-100414,आपातकाल तूफान के दौरान हाई टेंशन तार टूट गया बाजार की सड़क पर,Hindi,Electricity,High,Panic,Ward_16
GRV-2024-100679,बिजली कटौती के दौरान मेट्रो स्टेशन के पास ट्रांसफार्मर से स्पार्किंग हो रही है ????,Hindi,Electricity,Critical,Angry,Ward_21
GRV-2024-101518,after waterlogging tanker did not come outside temple,English,Water Supply,High,Frustrated,Ward_15
GRV-2024-101116,डिवाइडर टूट गया है अपार्टमेंट के पास ????,Hindi,Roads & Traffic,Critical,Panic,Ward_07
GRV-2024-100279,ट्रांसफार्मर में आग लग गई बाजार की सड़क पर पाइपलाइन खुदाई के बाद,Hindi,Electricity,Medium,Panic,Ward_17
GRV-2024-101385,யாரும் கேட்கவில்லை சேற்று நீர் வருகிறது!!!,Tamil,Water Supply,Critical,Angry,Ward_07
GRV-2024-100408,सर मदद करें पाइपलाइन खुदाई के बाद जीवित तार लटक रहा है अपार्टमेंट के पास,Hindi,Electricity,Critical,Panic,Ward_05
GRV-2024-101091,PAANI BHAR GYAA PURA,Hinglish,Roads & Traffic,Critical,Angry,Ward_17
GRV-2024-102282,Koi action kyu nahi le raha park ki light kharab hai,Hinglish,Public Parks & Infrastructure,High,Angry,Ward_11
GRV-2024-101216,mandir ke bahar Arre yaar divider toot gaya hai,Hinglish,Roads & Traffic,Medium,Panic,Ward_06
GRV-2024-102078,गटर का पानी घर में आ रहा है,Hindi,Sanitation & Waste,High,Frustrated,Ward_21
GRV-2024-100498,khamba gir gaya railway crossing pe,Hinglish,Electricity,Critical,Neutral,Ward_07
GRV-2024-101708,साहेब लक्ष द्या पाण्याचा दाब कमी आहे मंदिराबाहेर,Marathi,Water Supply,Medium,Frustrated,Ward_22
GRV-2024-102026,GARBAGE OVERFLOWING ON ROAD NEAR DAIRY BOOTH,English,Sanitation & Waste,Critical,Panic,Ward_21
GRV-2024-100789,t nght tm divdr cmpletely brkn besid prtmnt towr,English,Roads & Traffic,Medium,Frustrated,Ward_03
